Date,WeekDay,O,H,L,C
08-04-08,3,68.5,68.7,68.5,68.7
09-04-08,4,68.7,71,68.5,69.54
10-04-08,5,69.7,70.8,69.7,70.8
11-04-08,6,70.1,70.1,67.7,67.8
15-04-08,3,66.7,68,66.7,67
16-04-08,4,69,70.3,69,70.3
17-04-08,5,70.1,72.5,70.1,71.9
21-04-08,2,71.2,72.9,71.2,72.9
22-04-08,3,75,75.6,73.8,74.72
23-04-08,4,73.7,73.74,73.51,73.51
24-04-08,5,74.6,74.6,73.3,73.4
25-04-08,6,73.8,75.1,73.8,75.1
28-04-08,2,77.5,77.5,75.5,75.5
29-04-08,3,76.5,77.2,76.4,76.4
30-04-08,4,76,76.5,75.6,75.6
02-05-08,6,77.31,78.69,77.3,77.99
05-05-08,2,79.1,79.2,77.9,78.9
06-05-08,3,77.8,79.2,77.1,78.4
07-05-08,4,78,78,77.8,77.8
08-05-08,5,75.7,76.3,75.7,76
09-05-08,6,75.05,75.05,73.5,73.67
12-05-08,2,74,74,71.4,73.8
13-05-08,3,74,74,73.2,73.2
14-05-08,4,73.5,73.8,73.5,73.8
15-05-08,5,75,75.3,74,74.97
16-05-08,6,76.4,76.7,75,75.41
20-05-08,3,76.32,76.32,75.3,75.3
21-05-08,4,74,74.4,73.1,74.4
22-05-08,5,72.5,72.8,72,72
23-05-08,6,72.8,72.8,70.7,70.7
26-05-08,2,69.3,69.6,68.3,68.42
27-05-08,3,67.6,67.6,66.3,66.3
28-05-08,4,66.5,67,66,67
29-05-08,5,69.3,69.3,68.3,68.3
30-05-08,6,67.1,67.1,66,66.7
02-06-08,2,66.2,66.2,63.8,64.37
03-06-08,3,62.9,63.7,61.8,63.6
04-06-08,4,64.3,64.3,60.5,60.71
05-06-08,5,61.6,62.5,60.6,62.5
06-06-08,6,63.3,63.3,62,62.7
09-06-08,2,58.9,60.7,58.9,59.7
10-06-08,3,60,60,58.2,58.48
11-06-08,4,59.7,60.7,59.7,60.65
12-06-08,5,58.2,60.8,57.3,60.4
13-06-08,6,60.2,61.2,60.1,60.8
16-06-08,2,61.3,61.8,61.1,61.8
17-06-08,3,63.39,64.59,63,63.99
18-06-08,4,63.7,63.7,61.9,61.9
19-06-08,5,61.4,61.4,60.6,60.6
20-06-08,6,59.1,59.35,57.6,58.4
23-06-08,2,58.2,58.2,56.9,56.9
24-06-08,3,57.7,57.7,55.5,56.04
25-06-08,4,56,56,54,55
26-06-08,5,55.7,55.7,55.6,55.6
27-06-08,6,53.7,53.9,52.9,53.11
30-06-08,2,52.7,52.85,50.4,50.4
01-07-08,3,50.4,50.5,47.9,48.5
02-07-08,4,48.5,50.4,47.7,50.4
03-07-08,5,49.4,49.4,48,48.8
04-07-08,6,49.1,51,49.1,50.55
07-07-08,2,51.6,52.5,51.1,51.6
08-07-08,3,49.7,51.6,49.3,51.6
09-07-08,4,53.8,54,53.1,54
10-07-08,5,53.6,54.1,53.2,54.1
11-07-08,6,53.6,53.9,52.6,53
14-07-08,2,52.4,53.5,52.4,52.9
15-07-08,3,51.1,51.1,49.5,49.69
16-07-08,4,49.9,50,47.5,48.49
17-07-08,5,49.7,50.6,49.5,50.53
18-07-08,6,52.4,55,52.4,54.71
21-07-08,2,55.2,56.4,55.2,56.32
22-07-08,3,56.5,59.5,52.5,58.21
23-07-08,4,62.6,63.9,62.3,63.9
24-07-08,5,64.9,64.9,62.5,62.5
25-07-08,6,61.3,61.3,60.2,60.57
28-07-08,2,60.3,60.3,59.6,59.6
29-07-08,3,58.75,63.13,55.1,55.5
30-07-08,4,56.9,57.5,56,57.5
31-07-08,5,56.6,57.7,56.5,57.6
01-08-08,6,58.5,60,58,59.85
04-08-08,2,61.5,61.5,56.2,60.5
05-08-08,3,61.5,64.52,61.5,64.21
06-08-08,4,65.5,67.2,65.1,65.21
07-08-08,5,64.4,64.7,63.7,63.7
08-08-08,6,64.75,64.75,63.3,64
11-08-08,2,66.6,67.5,66,67.09
12-08-08,3,67.5,67.5,65,65.67
13-08-08,4,64,65.69,63.8,63.91
14-08-08,5,64,64,61.4,61.49
18-08-08,2,61.1,61.8,60.5,60.5
19-08-08,3,61,61,60,60
21-08-08,5,60,60,58.5,58.64
22-08-08,6,58,59,57.5,58.91
25-08-08,2,60.8,60.8,60.1,60.3
26-08-08,3,58.5,60,58.5,60
27-08-08,4,60,60,58.5,58.56
28-08-08,5,59.6,59.6,58.3,58.47
29-08-08,6,60.3,61.49,60.3,61.49
01-09-08,2,61.3,62.8,60,62.54
02-09-08,3,63.2,66,58,65
04-09-08,5,64.2,66.3,64.2,66.3
05-09-08,6,64.7,65.2,64,64.2
08-09-08,2,66.3,66.9,65.7,65.9
09-09-08,3,65.9,66.1,64.6,65.1
10-09-08,4,65.05,66.2,65,65.67
11-09-08,5,64.5,64.5,64.3,64.3
12-09-08,6,64.5,64.5,62.5,62.7
15-09-08,2,59.9,61,59,60.65
16-09-08,3,59.3,62.4,59.2,62.02
17-09-08,4,62.5,62.5,60.35,60.5
18-09-08,5,60.5,62,56.8,61
19-09-08,6,63.3,63.9,63,63.8
22-09-08,2,63.3,65,63.3,63.7
23-09-08,3,61.7,61.7,61.7,61.7
24-09-08,4,63.2,63.2,61.7,62.6
25-09-08,5,62.5,62.5,61,61.2
26-09-08,6,61.1,61.4,60.1,60.11
29-09-08,2,60.11,60.9,55,57.58
30-09-08,3,55.2,58.3,55.2,58.2
01-10-08,4,58.8,60.5,57.9,60.46
03-10-08,6,60.2,61,58.85,59
06-10-08,2,59,59,55.9,56.89
07-10-08,3,59,59,55.01,56
08-10-08,4,56,56,51.5,53.51
10-10-08,6,49,52.5,48.3,50.7
13-10-08,2,52,55.5,52,55.16
14-10-08,3,57.9,58.1,52.5,56.2
15-10-08,4,55.1,56.29,54.1,54.1
16-10-08,5,53.6,55.5,52.8,55.5
17-10-08,6,55.3,55.7,51.6,52.64
20-10-08,2,53.8,54.8,53,53.51
21-10-08,3,53.75,55.4,53.75,54.3
22-10-08,4,54,54,52,52.48
23-10-08,5,51,51,49.9,50.6
24-10-08,6,49.3,49.3,43,43.7
27-10-08,2,43.7,43.7,39.5,41.32
28-10-08,3,47,47,47,47
29-10-08,4,47.11,47.11,43.32,44.2
31-10-08,6,45.5,46.21,44.5,45.71
03-11-08,2,48.5,49.8,48.2,49.4
04-11-08,3,48.8,53,48.8,52.64
05-11-08,4,54.3,54.5,52,52
06-11-08,5,50,51.5,50,51.5
07-11-08,6,50.2,51.6,49.6,51.6
10-11-08,2,51.4,53.5,51.4,53.5
11-11-08,3,51.3,51.3,50.2,50.81
12-11-08,4,50.2,50.2,48,48.13
14-11-08,6,50.2,50.2,47.7,49
17-11-08,2,47.6,47.6,45,45.4
18-11-08,3,45,45.2,44.2,44.68
19-11-08,4,44.4,45.9,43.5,43.58
20-11-08,5,41.9,42,41.2,41.79
21-11-08,6,42.5,43.1,42.3,43
24-11-08,2,43.3,43.5,42,42.5
25-11-08,3,43.1,43.6,41.4,41.5
26-11-08,4,41.6,43,41.21,42.93
28-11-08,6,43.6,44.2,43.01,44.06
01-12-08,2,44.4,44.5,41.4,41.56
02-12-08,3,41.15,41.2,40.7,40.75
03-12-08,4,42.5,43.4,41.52,42.6
04-12-08,5,43,44.5,42.9,44.5
05-12-08,6,44.6,45.3,44,44
08-12-08,2,46.15,46.15,44.7,44.72
10-12-08,4,45.2,46.45,45.2,46.09
11-12-08,5,46.45,47,46.45,46.5
12-12-08,6,45.9,47,45.85,46.72
15-12-08,2,48.5,48.6,48,48.6
16-12-08,3,47.5,48.7,47.5,48.61
17-12-08,4,48.6,49.4,48.6,48.6
18-12-08,5,48.72,51.6,48.72,51.55
19-12-08,6,52,52.7,51,52
22-12-08,2,52.4,53.1,51.5,51.5
23-12-08,3,50.71,50.71,49.11,49.89
24-12-08,4,49.3,49.9,49.3,49.9
26-12-08,6,51.2,51.2,48.8,48.89
29-12-08,2,49,50.8,47.8,50.8
30-12-08,3,50.85,51.5,50.75,51
31-12-08,4,51.7,51.8,50.7,50.84
01-01-09,5,51.2,51.7,51.2,51.7
02-01-09,6,52.5,53.5,52.35,52.5
05-01-09,2,54,54.7,53.85,53.91
06-01-09,3,53.4,54.8,53.4,54.14
07-01-09,4,54.5,54.65,50.7,50.95
09-01-09,6,50.5,51.7,49.2,49.9
12-01-09,2,48.65,49.5,47.41,48.1
13-01-09,3,48.2,50,47,47.9
14-01-09,4,48,49.1,48,48.2
15-01-09,5,47,47,45,45.28
16-01-09,6,45.9,45.9,45.9,45.9
19-01-09,2,45.9,46.4,45.3,46.11
20-01-09,3,46.11,46.11,43.95,44.02
21-01-09,4,44,44,42.7,43.12
22-01-09,5,43,43.65,42.3,43.6
23-01-09,6,43.1,43.4,41.5,41.65
27-01-09,3,42.5,42.55,41.2,42.34
28-01-09,4,42.3,43.5,41.93,43.41
29-01-09,5,44.7,44.7,43.4,43.41
30-01-09,6,43.7,44.5,43.6,44.5
02-02-09,2,43,43,43,43
03-02-09,3,43.5,44,42.5,43.2
04-02-09,4,43.6,43.85,42.6,42.6
05-02-09,5,42.8,42.8,42.3,42.31
06-02-09,6,43.5,44,43.05,43.05
09-02-09,2,43.85,44.7,43.85,44.5
10-02-09,3,45.7,45.92,44.9,44.98
11-02-09,4,44.3,45.5,44.3,45.5
12-02-09,5,44.45,45.2,44.45,44.5
13-02-09,6,45.4,46.3,45.4,45.52
16-02-09,2,45.4,45.4,43.3,43.62
17-02-09,3,43.1,43.1,42,42.07
18-02-09,4,41.7,42.45,41,41.35
19-02-09,5,41.95,41.95,41.01,41.3
20-02-09,6,40.4,40.4,39.52,39.98
24-02-09,3,40.1,40.1,38.1,38.79
25-02-09,4,39.4,40.35,39.1,39.6
26-02-09,5,39.5,39.5,37.7,38.88
27-02-09,6,38.8,43.18,38.25,38.9
02-03-09,2,38.5,38.5,37.5,37.5
03-03-09,3,38,38,36.9,37.07
04-03-09,4,37.2,37.3,35.8,36.1
05-03-09,5,36.5,36.85,34.4,34.8
06-03-09,6,34.2,35.6,34.1,35.17
09-03-09,2,34.7,34.98,33.52,33.82
12-03-09,5,35.47,35.48,34.05,34.99
13-03-09,6,35.5,37,35.4,36.59
16-03-09,2,36.9,37.3,36.61,37.23
17-03-09,3,37.56,37.9,36.1,36.45
18-03-09,4,37.8,37.8,37,37.04
19-03-09,5,37.7,37.7,36.9,37.48
20-03-09,6,37.2,37.2,36.5,36.98
23-03-09,2,37.45,39.4,37.45,39.23
24-03-09,3,39.9,41.7,35.67,39.88
25-03-09,4,40.6,41.05,40.5,40.94
26-03-09,5,41.62,43,41.55,42.74
27-03-09,6,42.6,44.2,42.6,43.82
30-03-09,2,42.5,43.1,40.6,41
31-03-09,3,40.2,41.8,39.3,41.23
01-04-09,4,40.7,42.1,40.6,41.94
02-04-09,5,43.8,44.6,43.8,44.1
06-04-09,2,45.6,46,44.5,44.8
08-04-09,4,43.4,45,42.8,45
09-04-09,5,45.6,46.2,44.7,46
13-04-09,2,47.5,48.5,42.1,47.73
15-04-09,4,48,50.7,48,50.07
16-04-09,5,51,51,49.1,49.49
17-04-09,6,50.95,51.6,49.5,51.3
20-04-09,2,51.21,52.35,49.8,50
21-04-09,3,49.3,49.8,48.51,49.02
22-04-09,4,49,49.98,47.95,48.24
23-04-09,5,48.1,50.2,47.8,49.93
24-04-09,6,50.4,51.2,50.2,51.2
27-04-09,2,51,52.6,51,52.18
28-04-09,3,51.95,52.1,50,50
29-04-09,4,50.8,51,50.5,51
04-05-09,2,53.5,55.7,53.35,54.64
05-05-09,3,55.73,56.3,50.11,55.85
06-05-09,4,55.2,56.2,54.7,54.86
07-05-09,5,55.1,55.95,54.9,55.78
08-05-09,6,55.5,55.7,53.7,54.51
11-05-09,2,55.05,55.25,53.5,53.56
12-05-09,3,53.8,56.1,53.5,55.74
13-05-09,4,56,56.5,55.2,55.75
14-05-09,5,53.2,54.8,53.2,54.65
15-05-09,6,55.4,57,55.4,56.8
18-05-09,2,67.98,67.98,67.98,67.98
19-05-09,3,67,75,67,74.47
20-05-09,4,74.47,75,71,72.35
21-05-09,5,71.5,76,68,69.44
22-05-09,6,69.2,71.2,69,70
25-05-09,2,70.02,71.5,70.02,71.32
26-05-09,3,71,71.5,69,69.12
27-05-09,4,70,73.2,70,72.77
28-05-09,5,71.6,73.5,71.2,72.97
29-05-09,6,73.3,75.7,73.3,74.79
01-06-09,2,75,75.8,72.8,73.76
02-06-09,3,74.4,74.4,72.3,73.1
03-06-09,4,74.5,74.5,73.2,73.4
04-06-09,5,71.55,74.5,71.2,74.47
05-06-09,6,75,75.15,73,73.15
08-06-09,2,73.2,73.2,70,70.53
09-06-09,3,70.5,73,70.5,71.63
10-06-09,4,72.7,74.5,72.7,73.45
11-06-09,5,73.4,74,72.8,72.95
12-06-09,6,74.4,74.4,71.5,72.36
15-06-09,2,71.5,73.35,71.5,72.42
16-06-09,3,73.3,73.4,73,73.07
17-06-09,4,73,74.43,72,72.29
18-06-09,5,72.2,73.45,71.5,72.1
19-06-09,6,73.5,73.5,72.1,72.9
22-06-09,2,73.8,75,73.6,74
23-06-09,3,71.15,72.48,70.8,72.3
24-06-09,4,72.3,73,71,71.8
25-06-09,5,72,73.6,72,73.6
26-06-09,6,73.7,75.5,72.3,75.5
29-06-09,2,75.53,77.5,74.6,76.24
30-06-09,3,76.2,76.5,74.05,74.88
01-07-09,4,74,75.9,73.7,75.42
02-07-09,5,74.4,75.9,74.4,75.5
03-07-09,6,75,77.2,75,76.25
06-07-09,2,77.7,78.1,70,71.74
07-07-09,3,71.95,72,70.7,71.37
08-07-09,4,71.03,71.03,66.3,67.07
09-07-09,5,67.5,67.7,65.2,67.7
10-07-09,6,67.7,68,66,66.91
13-07-09,2,67,67,64.8,65.09
14-07-09,3,67.7,68.2,67,67.8
15-07-09,4,68.5,69.2,67.9,69.17
16-07-09,5,70.5,70.8,69.1,69.3
17-07-09,6,70.61,72,70.2,72
20-07-09,2,72.5,75,72.2,74.93
21-07-09,3,74.2,75.6,73,73.74
22-07-09,4,75,75.5,73,73.5
23-07-09,5,74.6,74.6,73.9,74.13
24-07-09,6,74.1,75.85,73.4,74.96
27-07-09,2,74.96,74.96,73.5,73.52
28-07-09,3,73.8,73.8,72.6,73.3
29-07-09,4,73.2,73.4,71,71.86
30-07-09,5,72.5,73.5,71.5,73.5
31-07-09,6,74.5,75.6,74.5,75.6
03-08-09,2,75.2,76.77,75.2,76.52
04-08-09,3,76.5,77.5,75.4,76.9
05-08-09,4,76.99,77.2,75.2,75.64
06-08-09,5,75.5,77.2,75,75.25
07-08-09,6,75,75,73,73.02
10-08-09,2,73.8,73.8,71.5,72.38
11-08-09,3,71.7,73.4,71.7,71.8
12-08-09,4,82.43,82.43,70,71.82
13-08-09,5,73.7,74.3,73.2,74.03
14-08-09,6,74.3,74.3,74.3,74.3
17-08-09,2,72.1,72.65,71.21,71.63
18-08-09,3,72.1,72.95,71.5,71.81
19-08-09,4,71.73,77.5,69.45,70.86
20-08-09,5,71.85,73.05,71.85,72.64
21-08-09,6,71.45,74.25,71.45,74.18
24-08-09,2,74.5,75.5,74,74.59
25-08-09,3,73.7,75.48,70,75.19
26-08-09,4,74.1,74.8,73.5,74.6
27-08-09,5,74.6,75,73.2,73.61
28-08-09,6,73.8,76,73.8,75.28
31-08-09,2,75.29,75.39,73.7,75
01-09-09,3,75,75,73.58,73.94
02-09-09,4,73.5,74.4,73.2,73.85
03-09-09,5,74.5,74.5,73.9,73.9
04-09-09,6,74,74,74,74
07-09-09,2,74.5,76.5,74.5,75.96
08-09-09,3,76.4,78.1,76.2,78.09
09-09-09,4,76.6,77.8,76.6,77.51
10-09-09,5,78.5,79.9,78.1,78.29
11-09-09,6,78.5,79.6,78.5,79.36
14-09-09,2,79.7,80.3,78.4,80.19
15-09-09,3,80.7,82,80.5,81.62
16-09-09,4,82.5,84,82.1,83.31
17-09-09,5,84,84.6,83.5,83.93
18-09-09,6,83.55,84.3,82.8,83.89
22-09-09,3,83.8,84.4,83.8,83.88
23-09-09,4,84.1,85,84,84.68
24-09-09,5,83.5,85.5,83.5,85.5
25-09-09,6,84.25,85.4,84.25,85
29-09-09,3,85.8,85.8,84.2,85.19
30-09-09,4,85.6,89,85.3,88.48
01-10-09,5,87.46,89.2,87.1,89
05-10-09,2,87.4,88.2,86.81,87.38
06-10-09,3,87,88.3,85.4,87.15
07-10-09,4,89.4,89.8,87.4,88
08-10-09,5,87.1,89,87,89
09-10-09,6,88.1,88.3,86.9,87.27
12-10-09,2,87.8,89,87.1,88.77
14-10-09,4,89.61,91,89.61,90.47
15-10-09,5,91.5,92.8,91.4,92.15
16-10-09,6,94,95.9,94,94.41
17-10-09,7,95.9,96,94.2,94.49
20-10-09,3,96.2,96.5,93.8,93.8
21-10-09,4,93.51,94.6,92.8,93.28
22-10-09,5,93.3,104.9,91,91.21
23-10-09,6,92.05,92.89,92,92.1
26-10-09,2,92.3,92.3,89,89.67
27-10-09,3,89.95,91,86.5,86.98
28-10-09,4,85.4,86.8,85.4,86.3
29-10-09,5,84.7,86,84.4,85.18
30-10-09,6,86.5,87.7,84.6,84.92
03-11-09,3,85.1,91.3,83,83.17
04-11-09,4,84,85.1,83,84.95
05-11-09,5,85.2,86.1,83.51,85.1
06-11-09,6,87.1,88.2,85.71,87.73
09-11-09,2,88.4,91.6,88,91.09
10-11-09,3,91.4,92,90.8,91.22
11-11-09,4,91.2,92.5,90.3,92.43
12-11-09,5,93.8,93.8,89.65,89.86
13-11-09,6,91.2,92,90.5,91.9
16-11-09,2,92,93.6,92,93.04
17-11-09,3,92.6,92.6,90.4,92.04
18-11-09,4,93,93.2,91.6,92.7
19-11-09,5,92.2,92.2,89.7,89.93
20-11-09,6,89.9,92.39,89.5,91.45
23-11-09,2,91.3,93.4,91.3,92.91
24-11-09,3,93,93.1,91.81,92
25-11-09,4,92.7,93.59,91.8,91.93
26-11-09,5,93.2,93.2,90.5,91.29
27-11-09,6,88.1,90,86.8,88.83
30-11-09,2,91.5,91.5,89.8,90.01
01-12-09,3,91.4,92,90.05,91.7
02-12-09,4,93,94,92.15,92.77
03-12-09,5,92.8,94.5,92.8,93.84
04-12-09,6,93,93.85,92.07,93
07-12-09,2,92,92.5,90.6,91.01
08-12-09,3,92.1,92.2,91.9,92
09-12-09,4,92.9,92.9,91.4,91.76
10-12-09,5,91,92.3,90.9,91.2
11-12-09,6,93.3,93.3,90.8,91.4
14-12-09,2,91,91,90.2,90.24
15-12-09,3,90.6,90.6,87.7,87.94
16-12-09,4,87.94,89.99,86.8,87.04
17-12-09,5,87,87.5,86.5,87.05
18-12-09,6,87.1,87.5,85.2,85.81
21-12-09,2,86.56,86.56,84.9,86.5
22-12-09,3,87.2,87.6,86.5,86.56
23-12-09,4,86.9,88.3,86.9,88.25
24-12-09,5,89.97,90.1,88.3,89.3
29-12-09,3,89.3,90,88.9,89.18
30-12-09,4,89.2,89.97,89.2,89.52
31-12-09,5,89.97,90.5,89.3,90.03
04-01-10,2,91.29,91.7,90.8,91.4
05-01-10,3,91,92.3,91,91.96
06-01-10,4,92.7,92.7,91.3,91.9
07-01-10,5,92.5,92.5,90.9,91.23
08-01-10,6,91.59,92.3,90.7,91.9
11-01-10,2,91.21,92.2,90.81,91.26
12-01-10,3,91.6,91.6,90,90.11
13-01-10,4,90,90,87.81,89.69
14-01-10,5,89.2,102.97,89.2,89.72
15-01-10,6,89.9,90.1,89.2,89.2
18-01-10,2,89.3,90.5,89.3,90
19-01-10,3,91.6,91.9,90.5,91.6
20-01-10,4,91.8,91.8,90.6,91
21-01-10,5,91,91,89.31,89.63
22-01-10,6,89.7,89.7,87,88.2
25-01-10,2,87.5,87.6,86.47,87.4
27-01-10,4,86.1,86.1,83.1,83.94
28-01-10,5,84.8,85.3,84.1,84.59
29-01-10,6,83.9,86.5,82.9,86.24
01-02-10,2,85.9,86.5,84.8,85.8
02-02-10,3,86,86.95,84.9,85.1
03-02-10,4,85.6,86.8,85.2,86.78
04-02-10,5,86.6,86.6,84.25,84.44
05-02-10,6,82.5,83.3,82.2,82.77
06-02-10,7,87.5,87.5,85,85
08-02-10,2,82,84.11,82,84.1
09-02-10,3,82.6,84.6,82.6,83.95
10-02-10,4,84.5,84.8,83.05,83.4
11-02-10,5,84.4,84.97,84.1,84.5
15-02-10,2,84.5,84.6,82.8,83.75
16-02-10,3,83.5,84.2,82.9,83.67
17-02-10,4,84.1,85.5,84.1,84.6
18-02-10,5,86.09,86.25,85.01,85.5
19-02-10,6,85.2,85.3,84.65,85.3
22-02-10,2,85.5,85.68,84.75,85.11
23-02-10,3,85,85.91,84.6,84.9
24-02-10,4,85.7,85.7,84,85.4
25-02-10,5,85.4,85.4,85.1,85.15
26-02-10,6,85.2,88.7,85.2,86.46
02-03-10,3,89,89.5,87.7,88.72
03-03-10,4,88.6,90,88.6,90
04-03-10,5,89.9,90.89,89.62,89.9
05-03-10,6,90.6,91,89.5,89.69
08-03-10,2,89,91.75,89,91.61
09-03-10,3,90.4,92,90.4,91.91
10-03-10,4,91.15,91.8,90.6,90.61
11-03-10,5,91.7,92,91.1,91.95
12-03-10,6,92,92.3,90.9,92.3
15-03-10,2,91,91.6,90.6,91.23
16-03-10,3,90.6,90.8,89.1,90.63
17-03-10,4,90.7,92.45,90.7,91.1
18-03-10,5,91.5,92.36,90.9,91.54
19-03-10,6,91.8,93.1,91.5,91.72
22-03-10,2,91,92.01,91,91.28
23-03-10,3,91.55,92.7,91.55,92.57
25-03-10,5,92.4,93.5,90.91,92.6
26-03-10,6,92.5,94.8,92.4,94.39
29-03-10,2,93.7,95.8,93.7,95.1
30-03-10,3,95,95.3,95,95.02
31-03-10,4,94.5,95.25,93.86,95.1
01-04-10,5,95.6,95.6,94,94.64
05-04-10,2,95,96.8,95,96.3
06-04-10,3,97,97.05,95.8,96.77
07-04-10,4,97.1,98.2,95.7,97.2
08-04-10,5,96,96,95,95.28
09-04-10,6,96,96.1,95,96
12-04-10,2,97,97,95,95.3
13-04-10,3,94.5,95.3,94.4,94.76
15-04-10,5,94.7,95,92.4,93.25
16-04-10,6,92.7,94.2,92.7,93.9
19-04-10,2,93.4,93.8,91,92.52
20-04-10,3,93.75,95.2,92.62,94.8
21-04-10,4,95.8,95.9,94.5,95.09
22-04-10,5,95.6,97.5,95.6,96.53
23-04-10,6,96.5,98.5,96.5,98.13
26-04-10,2,99,99.4,97.4,97.69
27-04-10,3,97.7,98.4,97.7,97.7
28-04-10,4,97.5,98,95.6,96.31
29-04-10,5,97,97.6,96.61,97.48
30-04-10,6,98,99.2,97.7,98.8
03-05-10,2,100,100,97.5,97.83
04-05-10,3,111.5,111.5,95.5,96.72
05-05-10,4,100.5,100.5,94.01,95.3
06-05-10,5,95,96.3,95,95.7
07-05-10,6,94.5,94.7,93,93.16
10-05-10,2,92.12,96.6,90,96.09
11-05-10,3,97.05,97.1,95.55,95.91
12-05-10,4,95.4,97,95.4,96.34
13-05-10,5,98,99.9,96.8,97.75
14-05-10,6,97,97.7,96.15,96.4
17-05-10,2,95,95.6,93.6,94.25
18-05-10,3,93.3,95.8,93.3,95.39
19-05-10,4,93.5,93.7,90.6,91.51
20-05-10,5,92.4,93,90.9,91.14
21-05-10,6,90.9,93.9,90,91.03
24-05-10,2,93.1,93.1,91.3,91.57
25-05-10,3,91.6,91.6,87.6,88.86
26-05-10,4,90.3,90.3,89.05,89.57
27-05-10,5,90.4,91.8,90.2,91.73
28-05-10,6,92.3,93.5,91.5,93.45
31-05-10,2,92.5,95,91.9,93.7
01-06-10,3,93.6,93.7,90.5,91.25
02-06-10,4,91.7,92,90.5,91.01
03-06-10,5,92.31,93.3,92.31,92.9
04-06-10,6,92,94.2,92,94.05
07-06-10,2,92.4,93,91,92.34
08-06-10,3,93.3,94,91.11,91.71
09-06-10,4,92.6,93.9,91.61,93.05
10-06-10,5,93.5,94.6,92.35,94.48
11-06-10,6,95,95.5,94.31,94.39
14-06-10,2,95.2,109.4,94.8,96.23
15-06-10,3,95.8,95.8,94.5,95.3
16-06-10,4,97.1,97.1,94.51,96
17-06-10,5,96.7,96.7,95.5,96.05
18-06-10,6,95.51,96.3,95.3,95.51
21-06-10,2,96,97.75,96,97.72
22-06-10,3,96.91,98.1,96.5,96.55
23-06-10,4,97.5,97.5,96.25,97
24-06-10,5,97.49,97.5,96.9,97.16
25-06-10,6,96.5,96.5,94.2,94.74
28-06-10,2,97,97,94.35,96.03
29-06-10,3,97,97,94.65,95.02
30-06-10,4,94.4,96,93.51,95.27
01-07-10,5,94.2,94.85,94.2,94.85
02-07-10,6,94.11,95.1,94.11,94.85
05-07-10,2,99,99,93.75,95.09
06-07-10,3,95.2,96.8,94.33,96.55
07-07-10,4,96.3,96.3,94.65,94.86
08-07-10,5,97,97,96.52,96.6
09-07-10,6,97.1,97.2,96.4,97.2
12-07-10,2,98,99.9,97.7,99.24
13-07-10,3,99.7,100,98.9,99.97
14-07-10,4,100.2,100.7,99.9,100
15-07-10,5,100,101,99.5,99.5
16-07-10,6,99.5,100.5,99.5,100.3
19-07-10,2,99.6,100.9,92.3,100.38
20-07-10,3,101,101,100.45,100.74
21-07-10,4,101.3,101.3,99.7,101.12
22-07-10,5,100.1,101,100.1,100.72
23-07-10,6,102.3,102.3,100.65,101.98
26-07-10,2,101.3,101.5,100.51,101
27-07-10,3,100,102.5,100,102.35
28-07-10,4,101.3,102.4,100.35,100.4
29-07-10,5,100.5,101.8,100.5,101.8
30-07-10,6,102.5,102.54,101.75,102.05
02-08-10,2,104.6,113.5,103.51,105.04
03-08-10,3,105.7,106.6,105,105.1
04-08-10,4,106.3,106.3,104.71,105.45
05-08-10,5,106.19,106.19,104.4,104.5
06-08-10,6,105.7,105.7,105,105.15
09-08-10,2,105.7,105.7,104.51,105.24
10-08-10,3,106.2,106.5,105.4,105.94
11-08-10,4,106.4,106.4,105,105
12-08-10,5,104.8,107,103.66,106.73
13-08-10,6,107,108.6,106.4,108.21
16-08-10,2,108.8,108.8,107.36,107.36
17-08-10,3,107.36,108.9,107.35,108.48
18-08-10,4,109.59,109.59,108.5,109.45
19-08-10,5,110,112,110,111.06
20-08-10,6,110.5,112.15,110.35,111.69
23-08-10,2,111.75,112,109.7,111.83
24-08-10,3,112.2,112.2,109.75,111.4
25-08-10,4,110.5,111.35,109.81,109.85
26-08-10,5,111.2,111.2,109.75,109.93
27-08-10,6,110.8,110.8,108,108.31
30-08-10,2,109.45,109.45,107.2,107.94
31-08-10,3,108.2,108.4,106.3,107.7
01-09-10,4,108,109.8,108,108.4
02-09-10,5,110,110,109.3,109.61
03-09-10,6,110.95,110.95,109.2,109.8
06-09-10,2,111.9,113.6,110.9,113.19
07-09-10,3,113.6,113.6,111.5,112
08-09-10,4,111.41,113.4,111.41,113.22
09-09-10,5,113.3,115,113.1,114.86
13-09-10,2,109.5,119.7,109.5,119.16
14-09-10,3,120.5,120.9,119,120.71
15-09-10,4,120.8,121.4,119.4,119.91
16-09-10,5,120.7,123.5,119.53,120.36
17-09-10,6,122.7,123,120.3,120.82
20-09-10,2,121,122.5,120.6,121.95
21-09-10,3,123,124.5,122.02,122.45
22-09-10,4,124.1,124.1,121.9,122.68
23-09-10,5,124.3,124.3,121,121.35
24-09-10,6,122.5,122.7,121.01,122.39
27-09-10,2,123,124.8,123,123.33
28-09-10,3,122,124.2,122,122.43
29-09-10,4,123,123.99,122.5,122.5
30-09-10,5,122.5,123.3,122.5,123.1
01-10-10,6,125.2,126.9,123.6,126.04
04-10-10,2,127,128.5,126.2,126.38
05-10-10,3,126.2,142.5,125,126.9
06-10-10,4,128.7,128.7,125.7,125.81
07-10-10,5,125.8,127.7,125,125.27
08-10-10,6,127,127,124.08,125.1
11-10-10,2,125,127,125,125.13
